Vnum	LocalizedName
6431	Orc ªef
6432	Noua Cozi
6433	Vrajitoare Rea de Gheata
6434	Generalul Huashin
6435	Nemere
6436	Beran-Setaou
6437	Razador
6438	Jotun Thrym
6439	Calugar Misterios
6500	Rege Dragon Akzadur
6501	Rege Dragon Nafaroth
6502	Rege Dragon Exedyar
6503	Rege Dragon Ruilith
6504	Tyolduran
6513	Portal Dragon
6514	La Regele Dragon
6515	Iesire
6686	Jin Bing
6687	Soldat Ki
6688	Soldat Mao
6689	Soldat Gong
6690	Primul Mag
6691	Kao
6692	King Bao (Misiune)
6693	Jin Bing
6694	Soldat Ki
6695	Soldat Mao
6696	Soldat Gong
6697	Primul Mag
6698	Kao
6699	Regele Bao
6700	Cainele Iadului
6701	Soldat Trol
6702	Razboinic Trol
6703	Arcas Trol
6704	ªaman Trol
6705	Natanan
6706	Argos
6707	Soldat Trol
6708	Razboinic Trol
6709	Arcas Trol
6710	Fantoma Chinuita
6711	Cainele Iadului
6712	Soldat Trol
6713	Razboinic Trol
6714	Arcas Trol
6715	ªaman Trol
6716	Natanan
6717	Argos
6718	Quag Kovix
6719	Muncitor Quag
6720	Golem Quag
6721	Razboinic Quag
6722	Vrajitor Quag
6723	Veteran Quag
6724	Quag Primus
6725	Quag Kovix
6726	Muncitor Quag
6727	Golem Quag
6728	Razboinic Quag
6729	Vrajitor Quag
6730	Veteran Quag
6731	Quag Primus
6744	Soldat Kappa
6745	Muncitor Kappa
6746	Soldat Kappa
6747	Vrajitor Kappa
6748	Vanator Kappa
6749	Puternicul Kappa
6750	Scorpion ªarpe
6751	Muncitor ªarpe
6752	Kappa ªarpe
6753	Soldat ªarpe
6754	Pustnic ªarpe
6755	Razboinic Puternic ªarpe
6756	Regina ªarpe Nethis
6757	Stalp ªarpe
6758	Soldat Corupt
6759	Luptator Corupt
6760	Razboinic Corupt
6761	Calugar Corupt
6762	General Corupt
6763	ªerif Corupt
6764	Capitan Corupt
6765	Razboinic Puternic ªarpe
6770	Vulpe Inghetata
6771	Cercetas Inghetat
6772	Razboinic Inghetat
6773	Vanator Inghetat
6774	General Inghetat
6775	Capetenie Inghetata
6776	Capetenie Inghetata Rar
6777	Cerb Inghetat
6778	Leopard Inghetat
6779	Yeti Nord
6780	Fantoma Nord
6781	Golem Nord
6782	Bigfoot
6783	Capetenie Nord
6784	Soldat Adapost Nord
6785	Luptator Adapost
6786	Razboinic Adapost Nord
6787	Vrajitor Adapost Nord
6788	General Adapost Nord
6789	Capetenie Adapost Nord
6790	Alastor Intunecat
6791	Alastor
6792	Soldat Adapost Nord
6793	Luptator Adapost
6794	Razboinic Adapost Nord
6795	Vrajitor Adapost Nord
6796	General Adapost Nord
6797	Capetenie Adapost Nord
6800	Gnoll Razboinic
6801	Cercetas Gnoll
6802	Vrajitor Gnoll
6803	ªerif Gnoll
6804	Maestru Gnoll
6805	Capitan Gnoll
6806	Soldat Gnoll
6807	Spion Gnoll
6808	Gnoll Magician
6809	Comandant Gnoll
6810	Razboinic Ahtrin
6811	Cercetas Ahtrin
6812	Vrajitor Ahtrin
6813	Comandant Ahtrin
6814	Capitan Ahtrin
6815	Capitan Ahtrin
6816	Spion Ahtrin
6817	Mag Ahtrin
6818	Comandant Ahtrin
6819	Mare Maestru Ahtrin
6820	Mare Maestru Ahtrin
6850	Scorpion ªarpe
6851	Muncitor ªarpe
6852	Kappa ªarpe
6853	Soldat ªarpe
6854	Calau ªarpe
6855	Razboinic Puternic ªarpe
6856	Regina ªarpe Nethis
6860	Luptator cu Sabia Jin
6861	Lancier Ki
6862	Lancier Mao
6863	Arcas Gong
6864	Luptator cu Sabia Kao
6865	Luptator cu Sabia Jin
6866	Lancier Ki
6867	Lancier Mao
6868	Arcas Gong
6869	Luptator cu Sabia Kao
6870	Calugar Misterios
6871	Calugar Misterios
6875	Soldat Corupt
6876	Luptator Corupt
6877	Razboinic Corupt
6878	Calugar Corupt
6879	General Corupt
6880	ªerif Corupt
6881	Capitan Corupt
6882	Vulpe NeInsufletita
6883	Cercetas Inghetat
6884	Razboinic Inghetat
6885	Vanator Inghetat
6886	General Inghetat
6887	Capetenie Inghetata
6888	Capetenie Inghetata Rar
6889	Cerb Blestemat
6890	Leopard Inghetat
6891	Yeti Nord
6892	Fantoma Nord
6893	Golem Nord
6894	Bigfoot
6895	Capetenie Nord
7001	Maimuta Soldat
7002	Maimuta Jocheu
7003	Maimuta Soldat Gimu
7004	Maimuta Comandant
7005	Maimuta de Piatra
7006	Maimuta  de Aur
7007	Maimuta General
7008	Muncitor Tu-Gui
7009	Controlor soldati Tu-Gui
7010	Comandor alb Tu-Gui
7012	Bi-Ma-Gui-An
7013	Scorpion Regal
7014	Om Scorpion Las
7015	Arcas Scorpion
7016	Luptator sabie sarpe
7017	Arcas ªarpe
7018	Talhar de Desert
7019	Soldat Tu-ji
7020	Hwa-ryung
7021	Pierde-vara Tu-Ji
7022	Cham-Ma
7023	Teawha-Mu
7024	Juk-gui
7025	Dung-Juk
7026	Juk-Mok
7027	Hwaryu Juk
7028	Juk-Guimok negru
7029	Diavol de Gheata
7030	Balena Corn de Gheata
7031	Insecta de Gheata
7032	Seol-Gu
7033	Omul Ghetii
7034	Gigant de Gheata
7035	Golem de Gheata
7036	Diavol de Gheata
7037	Balena Corn de Gheata
7038	Insecta de Gheata
7039	Seol-Gu
7040	Omul Ghetii
7041	Gigant de Gheata
7042	Golem de Gheata
7043	Diavol de Gheata
7044	Balena Corn de Gheata
7045	Insecta de Gheata
7046	Seol-Gu
7047	Omul Ghetii
7048	Gigant de Gheata
7049	Golem de Gheata
7050	Ochi Zburator Desert
7051	Scorpion Regal
7052	Om Scorpion Mic
7053	Arcas Scorpion
7054	Sarpe Spadasin
7055	Arcas ªarpe
7056	Talhar de Desert
7057	Ochi Zburator Desert
7058	Scorpion Regal
7059	Om Scorpion Mic
7060	Arcas Scorpion
7061	Sarpe Spadasin
7062	Arcas ªarpe
7063	Talhar de Desert
7064	Ochi Zburator Desert
7065	Scorpion Regal
7066	Om Scorpion Mic
7067	Arcas Scorpion
7068	Sarpe Spadasin
7069	Arcas ªarpe
7070	Talhar de Desert
7071	Tigru Luptator Dur
7072	Spiritul Focului
7073	Tigru Luptator
7074	Flacara
7075	Luptator de Foc
7076	Tigru Luptator Dur
7077	Spiritul Focului
7078	Tigru Luptator
7079	Flacara
7080	Luptator de Foc
7081	Tigru Luptator Dur
7082	Spiritul Focului
7083	Tigru Luptator
7084	Flacara
7085	Luptator de Foc
7086	Buturuga Fantoma
7087	Driada
7088	Salcia Fantoma
7089	Copac Rau
7090	Buturuga Fantoma
7091	Driada
7092	Salcia Fantoma
7093	Copac Rau
7094	Buturuga Fantoma
7095	Driada
7096	Salcia Fantoma
7101	Tun
7102	Tun
7103	Balista Sageti
7104	Balista Sageti
7105	Turn
7106	Vatra
7107	Vatra
7108	Vatra
7109	Vatra
7110	Vatra
7111	Vatra
7112	Vatra
7113	Cheeta
7114	Kraton
7115	Charly
7116	Nini
7117	Zulu
7118	Maimuta Razboinic Deka
7119	Maimuta Razboinic Oba
7120	Regele Keung
7121	Kiros
7122	Manchu
7123	Sgok
7124	Indrik
7550	Lup Turn
7551	Brutal Turn
7552	Berserker Turn
7553	Mag Turn
7554	Macelar Turn
7555	Mistic Turn
7556	Mare Maestru Turn
7557	Lup Turn
7558	Brutal Turn
7559	Berserker Turn
7560	Mag Turn
7561	Macelar Turn
7562	Mistic Turn
7563	Mare Maestru Turn
7564	Lup Turn
7565	Brutal Turn
7566	Berserker Turn
7567	Mag Turn
7568	Macelar Turn
7569	Mistic Turn
7570	Mare Maestru Turn
7571	Lup Turn
7572	Brutal Turn
7573	Berserker Turn
7574	Mag Turn
7575	Macelar Turn
7576	Mistic Turn
7577	Mare Maestru Turn
7578	Lup Turn
7579	Brutal Turn
7580	Berserker Turn
7581	Mag Turn
7582	Macelar Turn
7583	Mistic Turn
7584	Mare Maestru Turn
7585	Lup Turn
7586	Brutal Turn
7587	Berserker Turn
7588	Mag Turn
7589	Macelar Turn
7590	Mistic Turn
7591	Mare Maestru Turn
7592	Distrugator Turn
7593	Distrugator Turn
7594	Diavol Piatra Turn
7595	Arcas Turn
7600	Suflet Impietrit Turn
7609	Maestru Mag Turn
7610	Asupritor Turn
7611	Asupritor Turn
7612	Asupritor Mort Turn
7613	Asupritor Mort Turn
7614	Maestru Mag Turn
7615	Lup Turn
7616	Brutal Turn
7617	Macelar Turn
7618	Macelar Turn
7619	Berserker Turn
7620	Mag Turn
8001	Metinul Necazului
8002	Metinul Luptei
8003	Piatra Metin a Bataliei
8004	Metinul Lacomiei
8005	Metinul Amarului
8006	Metinul Intunericului
8007	Metinul Geloziei
8008	Metinul Sufletului
8009	Metinul Umbrei
8010	Metinul Puterii
8011	Metinul Diavolului
8012	Metinul Dizgratiei
8013	Metinul Mortii
8014	Metinul Crimelor
8015	Metinul Puterii
8016	Metinul Diavolului
8017	Metinul Dizgratiei
8018	Metinul Mortii
8019	Metinul Crimelor
8020	Stanca Shinsoo
8021	Stanca Jinno
8022	Stanca Chunjo
8023	Stanca imperiala
8024	Metin Pung-Ma
8025	Metin Ma-An
8026	Metin Tu-Young
8027	Metin Jeon-Un
8031	Metinul Muntelui
8032	Metinul Razbunarii
8033	Metinul Singuratatii
8034	Metinul Arogantei
8035	Metinul Eliberarii
8036	Metinul Tradarii
8037	Metinul Resentimentului
8038	Metinul Rasplatei
8039	Metinul Mandriei
8040	Metinul Invidiei
8041	Metin de Paste
8042	Metin de Paste
8043	Metin de Paste
8044	Metin de Paste
8045	Metin de Paste
8046	Metin de Paste
8047	Metin de Paste
8048	Metin de Paste
8049	Metin de Paste
8050	Metin de Paste
8051	Metinul Tristetii
8052	Metinul Carbunilor
8053	Metinul Vanitatii
8054	Metinul Furiei
8055	Metinul Nenorocirilor
8056	Metinul Rautatii
8057	Metin Focul Iadului
8058	Metin de Gheata
8059	Metinul Copacului Om
8060	Metin Dovleac
8061	Metinul Padurilor
8062	Metinul Intuitiei (Mis)
8063	Metinul Aprecierii
8064	Metinul Atentiei
8065	Metinul Jin
8066	Metinul Shiho
8067	Metinul Intuitiei
8076	Metin ªarpe Cosmic
8077	Metinul Gumar
8101	Metinul Necazului
8102	Metinul Luptei
8103	Metinul Bataliei
8104	Metinul Lacomiei
8105	Metinul Amarului
8106	Metinul Intunericului
8107	Metinul Geloziei
8108	Metinul Sufletului
8109	Metinul Umbrei
8110	Metinul Puterii
8111	Metinul Diavolului
8112	Metinul Dizgratiei
8113	Metinul Mortii
8114	Metinul Crimelor
8115	Metinul Lunii
8120	TR: Metinul Muntelui
8121	TR: Metinul Razbunarii
8122	TR: Metinul Singuratatii
8123	TR: Metinul Arogantei
8124	TR: Metin Focul Iadului
8125	TR: Metinul Racelii
8126	TR: Metin Arbore Viata
8127	TR: Metinul Padurilor
8130	RX: Metinul Muntelui
8131	RX: Metinul Razbunarii
8132	RX: Metinul Singuratatii
8133	RX: Metinul Arogantei
8134	RX: Metin Focul Iadului
8135	RX: Metinul Racelii
8136	RX: Metin Arbore Viata
8137	RX: Metinul Padurilor
8150	Metin Testul 1
8151	Metin Testul 2
8152	Metin Testul 3
8153	Metin Testul 4
8154	Metin Testul 5
8155	Metin Testul 6
8156	Metin Testul 7
8157	Metin Testul 8
8158	Metin Testul 9
8159	Metin Testul 10
8200	Ciocolata Piatra Metin
8201	Ciocolata Piatra Metin
8203	Metinul Inspiratiei
8204	Metin de Paste
8205	Metin de Paste
8206	Metin de Paste
8501	Caine salbatic
8502	Mistret Salbatic
8503	Urs
8504	Tigru Alb
8505	Orc Negru Gigant
8506	General Brotac
8507	Talhar de Desert
8508	Despot esoteric
8509	Incantator esoteric
8510	Luptator de Foc
8511	Golem de Gheata
8600	?????
8601	?????
8602	?????
8603	?????
8604	????
8605	????
8606	??
8607	??
8608	±¸¹ÌÈ£
8609	±¸¹ÌÈ£
8610	´©··Åõ¹ü±i
8611	´©··Åõ¹ü±i
8612	????
8613	????
8614	??????
8615	??????
8616	Billy Loomis
8617	Jack Torrance
8618	Chucky
8619	Zep Hindle
8620	Jason
8621	Michael Myers
8622	Freddy Krüger
8623	Cara de Cuero
9001	Negustor Arme
9002	Negustor de Armuri
9003	Magazinul General
9004	Ajutor pt. evenimente
9005	Administrator Depozit
9006	Femeia Batrana
9007	Negustor Arme
9008	Negustor de Echipament
9009	Pescar
9010	Ramadan Magazin
9011	Organizatoare de nunti
9012	Teleporter
10001	tinutul_Yayang 4002 8995
10002	tinutul_Yongan 4503 9050
10003	tinut_Bokjung 1118 2161
10004	tinutul_Joan 876 2131
10005	tinutul_Bakra 9064 2214
10006	Zona_Pyungmoo 9372 2188
10007	tinutul_Yongan 4188 9560
10008	tinutul_Yayang 3179 8332
10009	tinutul_Joan 897 1127
10010	tinutulBokjung 1759 2210
10011	Zona_Pyungmoo 9343 3143
10012	tinutul_Bakra 8348 2926
10013	Templul_Hwang 5536 1441
10014	Seungryong 3326 7468
10015	DesertulYongbi 3467 6329
10016	Kuahlo_Dong 600 4960
10017	Templul_Hwang 5906 1102
10018	Turnul_Gumsan 2165 7270
10019	tinutul_Yayang 3211 9009
10020	Jungrang 1356 43
10021	tinutulBokjung 1168 2920
10022	Waryong 2219 93
10023	tinutul_Bakra 9098 2948
10024	Imha 2718 130
10025	Muntele_Sohan 4993 2984
10026	Lungsam 2887 57
10027	Lungsam 2866 437
10028	Padurea_rosie 11199 708
10029	Vale_cu_Serpi 10590 7262
10030	DesertulYongbi 3519 6223
10031	Vale_cu_Serpi 10590 7262
10032	Taram_Giganti 8283 7635
10033	Pestera_Zin 10594 7525
10034	2_pestera_Zin 10594 7525
10035	Deon-Zeon 917 5253
10036	2_Deon-Zeon 7041 4642
10037	??? 3809 8233
10038	??? 9752 1330
10039	??? 1917 2900
10040	??? 9239 1836
10041	??? 8316 2154
10042	??? 9772 1850
10043	??? 3819 2969
10044	??? 10189 1484
10045	??? 3819 2969
10046	??? 9774 1501
10047	??? 2699 6752
10048	??? 9679 1994
10049	??? 2699 6752
10050	??? 9256 2012
10051	???? 3478 6189
10052	??? 9780 1995
10053	???? 3478 6189
10054	??? 10190 2002
10055	???? 6011 6874
10056	??? 4368 2158
10057	??? 3355 7558
10058	???? 5943 1337
10059	???1 0 10496
10060	????1 1536 10496
10061	????1 4608 10496
10062	???1 6144 10496
10063	??? 3031 266
10064	???? 11133 534
10065	???? 7754 10553
10066	????? 9915 11195
10067	TemnitaMaimute 7752 4477
10068	tinutul_Yayang 4062 8756
10069	TemnitaMaimute 8520 4477
10070	tinutulBokjung 1611 2130
10071	TemnitaMaimute 9288 4477
10072	tinutul_Bakra 8727 2100
10073	DesertulYongbi 3061 6202
10074	TemnitaMaimute 1352 6532
10075	DesertulYongbi 2879 5407
10076	TemnitaMaimute 1352 7300
10077	Grota_Exilului 9 12078
10078	Seungryong 2842 8106
10079	Grotto1 1459 13236
10080	Grotto2 2413 12755
10081	????1? 99 13618
10082	???? 5028 9998
10083	????1? 1360 14972
10084	????2? 2414 14289
10085	????1? 99 15154
10086	???? 616 1148
10087	????1? 1360 16508
10088	????2? 2414 15825
10089	????1? 99 16690
10090	???? 9609 3188
10091	????1? 1360 18044
10092	????2? 2414 17361
10093	Poarta_Dragon 1731 12205
10094	Poarta_Dragon 1733 13743
10095	Poarta_Dragon 1728 15277
10096	Poarta_Dragon 1724 16824
10097	TP2 7040 5235
10098	TP3 984 5711
10099	Peninsula 11043 17885
10100	Peninsula 10963 16744
10101	Nephrite 10869 16558
10102	Peninsula 11664 16779
10103	Thunder 11345 16546
10104	Thunder 11921 16550
10105	Gautama 12263 16811
10106	³ì¸²aö 8168 15050
10107	DongGwang 10629 4767
10109	CreastaFulger 451 9492
10110	PunctFulger 830 9454
10111	RazaFoc 1430 9616
10112	MuntiGheata 690 10169
10113	PunctFulger 1023 9623
10114	MuntiGheata 303 10113
10115	VarfArs 2117 9447
10116	RazaFoc 1720 9499
10117	InsulaVant 1973 10159
10118	RazaFoc 2337 9633
10119	CreastaNeagra 2710 9616
10120	InsulaVant 1582 10111
10121	PiscNegru 3393 9454
10122	CreastaNeagra 3012 9500
10123	ValeDesert 3069 10174
10124	PiscNegru 3685 9551
10126	Iesire 11622 5809
10127	DongGwang 10551 4881
10128	SeoGwang 12218 4895
10129	NamGwang 12780 4411
10130	SeoGwang 12144 5555
10501	. 345 361
10502	. 106 547
10503	. 75 368
10504	. 89 746
10505	. 520 352
10506	. 541 45
10507	. 211 109
10508	. 615 49
10509	. 284 705
10510	. 145 310
10511	. 553 285
10512	. 487 274
10513	. 626 291
10514	. 285 569
10515	. 80 303
10516	. 315 238
10517	. 416 272
10518	. 72 498
10519	. 215 495
10520	. 523 415
10521	. 72 498
10522	. 518 480
10523	. 583 379
10524	. 459 558
10601	. 345 361
10602	. 520 352
10603	. 487 274
10604	. 75 368
10605	. 211 109
10606	. 215 495
10607	. 315 238
10608	. 520 352
10609	. 284 705
10610	. 145 310
10611	. 416 272
10612	. 80 303
10613	. 72 498
10614	. 106 547
10615	. 523 415
10616	. 541 45
10617	. 72 121
10618	. 518 480
10619	. 89 746
10620	. 285 569
10621	. 615 49
10622	. 72 498
10623	. 583 379
10624	. 459 558
10625	. 609 553
10626	. 594 338
10701	. 75 368
10702	. 541 45
10703	. 615 49
10704	. 284 705
10705	. 520 352
10706	. 553 285
10707	. 145 310
10708	. 345 361
10709	. 523 415
10710	. 72 498
10711	. 626 291
10712	. 487 274
10713	. 72 498
10714	. 106 547
10715	. 518 480
10716	. 285 569
10717	. 80 303
10718	. 211 109
10719	. 416 272
10720	. 215 495
10721	. 315 238
10722	. 89 746
10723	. 583 379
10724	. 459 558
10725	. 609 553
10726	. 594 338
10801	. 70 581
10802	. 69 664
10803	. 132 660
10804	. 184 566
10805	. 285 567
10806	. 272 636
10807	. 191 667
10808	. 345 563
10809	. 400 570
10810	. 68 806
10811	. 140 811
10812	. 189 722
10813	. 274 722
10814	.233 780
10815	. 318 780
10816	. 273 833
10817	.356 717
10818	.412 712
10819	. 372 776
10820	. 354 840
10821	. 366 817
10822	. 420 841
10823	. 94 846
10824	. 63 864
10825	. 131 866
10826	. 59 920
10827	. 91 940
10828	. 135 919
10829	. 194 870
10830	. 243 862
10831	. 312 861
10832	. 373 893
10833	. 406 880
10834	. 422 935
10835	. 500 807
11000	Gardian
11001	Administratorul luptelor
11002	Gardian
11003	Administratorul luptelor
11004	Gardian
11005	Administratorul luptelor
11100	Gardian
11101	Administratorul Luptelor
11102	Gardian
11103	Administratorul Luptelor
11104	Gardian
11105	Administratorul Luptelor
11106	Gardian
11107	Administratorul Luptelor
11108	Gardian
11109	Administratorul Luptelor
11110	Gardian
11111	Administratorul Luptelor
11112	Gardian
11113	Administratorul Luptelor
11114	Gardian
11115	Administratorul Luptelor
11116	Gardian
11117	Administratorul Luptelor
11505	Broasca aurie
11506	Foc de tabara
11507	Foc de tabara
11508	Foc de tabara
11509	Foc de tabara
11510	Foc de tabara
12000	Foc de tabara
13000	Poarta de lemn
13001	Poarta de piatra
14000	Atelier
14001	Atelier
14002	Atelier
14003	Atelier
14004	Atelier
14005	Atelier
14006	Atelier
14007	Atelier
14008	Atelier
14009	Atelier
14010	Altar
14011	Altar
14012	Altar
14013	Altar
14014	Altar
14015	Altar
14016	Altar
14017	Altar
14018	Altar
14019	Altar
14020	Baza
14021	Baza
14022	Baza
14023	Baza
14024	Baza
14025	Baza
14026	Baza
14027	Baza
14028	Baza
14029	Baza
14030	Baza de antrenament
14031	Baza de antrenament
14032	Baza de antrenament
14033	Baza de antrenament
14034	Baza de antrenament
14035	Baza de antrenament
14036	Baza de antrenament
14037	Baza de antrenament
14038	Baza de antrenament
14039	Baza de antrenament
14040	Cuptor
14041	Cuptor
14042	Cuptor
14043	Cuptor
14044	Cuptor
14045	Cuptor
14046	Cuptor
14047	Cuptor
14048	Cuptor
14049	Cuptor
20001	Alchimist
20002	Aranyo
20003	Ah-Yu
20004	Cersetor
20005	Yonah
20006	Mirine
20007	Administrator Depozit
20008	Octavio
20009	Batran
20010	Negustor ambulant
20011	Uriel
20012	Yu-Rang
20013	Pescar
20014	Taurean
20015	Deokbae
20016	Fierar
20017	Yu-Hwan
20018	Baek-Go
20019	Yang-Shin
20020	Tradatorul Balso
20021	Ariyoung
20022	Huahn-So
20023	Soon
20024	Harang
20025	.
20026	Ji-Ryu
20027	Gillian
20028	Fratele lui Mirine
20029	Ponei
20030	Cal
20031	Mos Craciun
20032	Brad de Craciun
20033	Brad de Craciun
20034	Brad de Craciun
20035	Steag
20036	Steag
20037	Steag
20038	..
20039	.
20040	Vanzator de terenuri
20041	Cetatean turmentat
20042	Negustor ambulant
20043	.
20044	Fierar Arme, Stanley
20045	Fierar de armuri
20046	Bijutier
20047	Zacamant de diamante
20048	Zacamant de chihlimbar
20049	Zacamant de fosile
20050	Zacamant de cupru
20051	Zacamant de argint
20052	Zacamant de aur
20053	Zacamant de Jad
20054	Zacamant de lemn abanos
20055	Teanc de scoici
20056	Zacamant de aur alb
20057	Zacamant de cristal
20058	Zacamant de cuart
20059	Minereu Lacrima Cerului
20060	Alchimist de diamante
20061	Alchimist de chihlimbar
20062	Alchimist de fosile-lemn
20063	Alchimist de cupru
20064	Alchimist de argint
20065	Alchimist de aur
20066	Alchimist de Jad
20067	Alchimist de lemn abanos
20068	Alchimist de perle
20069	Alchimist de aur alb
20070	Alchimist de cristal
20071	Alchimist de cuart
20072	Alchimist d lacrima cer.
20073	Sigiliu vechi
20074	Fierar Arme Turn
20075	Fierar de armuri de turn
20076	Bijutierul turnului
20077	Gardian Altar
20078	Gardian Altar
20079	Gardian Altar
20080	Scara de antrenament
20081	Sigiliul pasajului furat
20082	Maestru
20083	Jegal-Tunseok
20084	Biologul Chaegirab
20085	Jimjunja
20086	Obiecte uppgrade
20087	Wonda-Rim
20088	Chuk-Sal
20089	Pung-Ho
20090	Heuk-Young
20091	Seon-Pyeong
20092	Hwa-Hee
20093	Koe-Pung
20094	Hong-Hae
20095	Seon-Hae
20096	Obelisc
20097	Poarta Castelului
20098	Poarta Castelului
20099	Poarta Castelului
20101	Cal alb
20102	Cal maro
20103	Cal Negru
20104	Cal alb
20105	Cal maro
20106	Cal Negru
20107	Cal alb
20108	Cal maro
20109	Cal Negru
20110	Mistret Salbatic
20111	Lup
20112	Tigru
20113	Leu
20114	white lion
20115	Mistret Salbatic d Lupta
20116	Lup de Batalie
20117	Tigrul Furtunii
20118	Leul Luptator
20119	Cal Negru Nobil
20120	a»ÀÇÀü°©È£
20121	ÁøÀûÀÇÀü°©È£
20122	È²ÀÇÀü°©È£
20123	³ìÀÇÀü°©È£
20124	ÈæÀÇÀü°©È£
20125	¹éÀÇÀü°©È£
20126	Mos Craciun
20127	Banner Aniversar 1
20128	Banner Aniversar 2
20129	Banner Aniversar 3
20130	Banner Aniversar 4
20131	Banner Aniversar 5
20132	Banner Aniversar 6
20133	Banner Aniversar 7
20134	Banner Solar
20139	Banner Breasla (Violet)
20140	Banner Breasla (Al/Ver)
20141	Banner Breasla (Ros/Aur)
20142	Lup de gheata
20143	Unicorn de aur
20138	Banner Ramadan
20201	??????
20202	??????
20203	?????
20204	???????
20205	Mistret Salbatic
20206	Lup
20207	Tigru
20208	Leu
20209	Mistret
20210	Lup
20211	Tigru
20212	Leu
20213	?????????
20214	?????? ?????????
20215	Trueno
20216	????????
20217	?????? ????????
20218	?????? ????????
20219	blackpony
20220	Relampago
20221	Oso Polar
20222	Àü°©ÆÒ´õ
20223	Àü°©¼®·æÀÚ
20224	³­ÆøÇÑ Àü°©¼®·æÀÚ
20225	¿ë¸iÇÑ Àü°©¼®·æÀÚ
20226	Unicornio rojo
20227	Unicornio helado
20228	Unicornio rojo
20229	³­ÆøÇÑ Àü°©¸ia¶
20230	¿ë¸iÇÑ Àü°©¸ia¶
20231	Pantera negra
20232	Leopardo
20233	Muffin (marron)
20234	Nugget (marron)
20235	Muffin (azul)
20236	Nugget (azul)
20237	Muffin (verde)
20238	Nugget (verde)
20239	Relampago
20240	Trueno
20241	Nugget (Navy Blue)
20242	Muffin (Pink)
20243	NoNAme
20244	Dragon Nirvana
20245	Dragon Samsara
20246	Manny
20247	Ellie
20248	Tulu Lupta Bruna
20249	Tulu Lupta Neagra
20250	oparla Lava
20251	oparla Gheata	
20252	Dragon Magma
20253	Appaloosa
20300	Invatator Lupta de Corp
20301	Invatator Lupta Mentala
20302	Invatator Lupta cu Sabia
20303	Invatator Lupta cu Arcul
20304	Invatator Arme Magice
20305	Invatator Magie Neagra
20306	Invatator Puterea Dragon
20307	Invatator Vindecare
20320	Invatator Lupta de Corp
20321	Invatator de lupta ment.
20322	Invatator de lupta apro.
20323	Invatator de lupta depa.
20324	Invatator de arme magice
20325	Invatator de magie neagr
20326	Invatator de puter. zmeu
20327	Invatator de vindecare
20340	Invatator Lupta de Corp
20341	Invatator de lupta ment.
20342	Invatator de lupta apro.
20343	Invatator de lupta depa.
20344	Invatator de arme magice
20345	Invatator de magie neagr
20346	Invatator de puter. zmeu
20347	Invatator de vindecare
20348	Gardian Turnul Demonilor
20349	Grajdar
20350	Paznicul Garnizoanei
20351	Paznicul halei
20352	Monument piatra Hasun
20353	Monument piatra SeulRong
20354	Gardianul Orasului
20355	Capitan
20356	Culegator de Ginseng
20357	Monument piatra Weol
20358	Flori fara nume
20359	Cutie cu Manuscrise
20360	Piatra Memoriala Wha
20361	Piatra Memoriala Su
20362	Piatra Memoriala  Mok
20363	Monument Gum
20364	Nakajima
20365	Monument To
20366	Sa-Soe
20367	Paznicul Catacombei
20368	Negustor Ambulant
20369	Lee Chung
20370	Soldat Otravit
20371	Mormant Vechi
20372	Tableta Piatra Veche
20373	Bodyguard
20374	Gardian
20375	Baricada de Lemn
20376	Kim Rim
20377	Yak-Hwan
20378	Amiralul Angmur
20379	Soldat Ranit
20380	Yon-I-Walker
20381	Confucius
20382	Floare de Stanca
20383	Jae-Seon Kim
20384	Brad de Craciun
20385	Marele Am-heh
20386	Stele din Isfet
20387	Poarta Destinului
20388	Poarta Dragonului
20389	Mexican Bull
20390	Mormant Taramor
20391	Iarba Soarelui
20392	Soldat Mort
20393	Soldat Ranit
20394	Paznic Tara de Foc
20395	Gardian Tara de Gheata
20396	Àû¼ö»ó´Ü ÆÇ¸Å¿ø
20397	Leu de Gheata
20398	Cub de Gheata
20399	Pilonul Dragon din Nord
20400	Inteleptul Myonghorang
20401	Gardian Colonie
20402	Gardian Portal
20403	Amarok
20404	Nagual
20405	Waheela
20406	Siehe Kommentar
20407	Fenrir
20408	Gardianul Templului
20409	Gardianul Padurii
20410	Cercetasul Padurii
20411	Calatorul Padurii
20412	Lider Gardian Padure
20413	Kawuco
20414	Andastre
20415	Portal
20416	Dovleacul Sam
20417	Masa Okey
20419	Garda Dragon Dolnarr
20420	Cufar Dragon Auriu
20421	Garda Dragon Jaharr
20422	Ou Dragon
20423	Alchimist Cristal Spirit
20424	Alchimist Rubin
20425	Alchimist Granat
20426	Alchimist Smarald
20427	Alchimist Safir
20428	Alchimist Turmalina
20429	Gardian Zona de Razboi
20430	Cherie
20431	Negustor Aniversar
20500	Ou Dragon
20501	Cufar Gaya
20502	Tabla Yut Nori
20503	Negustor Solana Poins
20504	Piata Gaya
30000	????
30001	Shop
30002	Shop
30003	Shop
30004	Shop
30005	Shop
30006	Magazin cu Costume
30007	Shop
30008	Shop
30009	Shop
30010	Shop
30011	Shop
30012	Shop
30013	Shop
30014	Shop
30015	Shop
30101	Estatua de Kud
30102	Obelisco de Basalto
30103	Peñasco de la Tortuga
30104	Piquete rúnico
30111	1ª Puerta de la Condena
30112	2ª Puerta de la Condena
30113	3ª Puerta de la Condena
