Vnum	LocaleName
17162	Crystal Earrings+2
17163	Crystal Earrings+3
17164	Crystal Earrings+4
17165	Crystal Earrings+5
17166	Crystal Earrings+6
17167	Crystal Earrings+7
17168	Crystal Earrings+8
17169	Crystal Earrings+9
17180	Amethyst Earrings+0
17181	Amethyst Earrings+1
17182	Amethyst Earrings+2
17183	Amethyst Earrings+3
17184	Amethyst Earrings+4
17185	Amethyst Earrings+5
17186	Amethyst Earrings+6
17187	Amethyst Earrings+7
17188	Amethyst Earrings+8
17189	Amethyst Earrings+9
17200	Heaven's Tear Earrings+0
17201	Heaven's Tear Earrings+1
17202	Heaven's Tear Earrings+2
17203	Heaven's Tear Earrings+3
17204	Heaven's Tear Earrings+4
17205	Heaven's Tear Earrings+5
17206	Heaven's Tear Earrings+6
17207	Heaven's Tear Earrings+7
17208	Heaven's Tear Earrings+8
17209	Heaven's Tear Earrings+9
17220	Soul Crystal Earrings+0
17221	Soul Crystal Earrings+1
17222	Soul Crystal Earrings+2
17223	Soul Crystal Earrings+3
17224	Soul Crystal Earrings+4
17225	Soul Crystal Earrings+5
17226	Soul Crystal Earrings+6
17227	Soul Crystal Earrings+7
17228	Soul Crystal Earrings+8
17229	Soul Crystal Earrings+9
17500	Ruby Earrings+0
17501	Ruby Earrings+1
17502	Ruby Earrings+2
17503	Ruby Earrings+3
17504	Ruby Earrings+4
17505	Ruby Earrings+5
17506	Ruby Earrings+6
17507	Ruby Earrings+7
17508	Ruby Earrings+8
17509	Ruby Earrings+9
17520	Tourmaline Earrings+0
17521	Tourmaline Earrings+1
17522	Tourmaline Earrings+2
17523	Tourmaline Earrings+3
17524	Tourmaline Earrings+4
17525	Tourmaline Earrings+5
17526	Tourmaline Earrings+6
17527	Tourmaline Earrings+7
17528	Tourmaline Earrings+8
17529	Tourmaline Earrings+9
17540	Emerald Earrings+0
17541	Emerald Earrings+1
17542	Emerald Earrings+2
17543	Emerald Earrings+3
17544	Emerald Earrings+4
17545	Emerald Earrings+5
17546	Emerald Earrings+6
17547	Emerald Earrings+7
17548	Emerald Earrings+8
17549	Emerald Earrings+9
17560	Sapphire Earrings+0
17561	Sapphire Earrings+1
17562	Sapphire Earrings+2
17563	Sapphire Earrings+3
17564	Sapphire Earrings+4
17565	Sapphire Earrings+5
17566	Sapphire Earrings+6
17567	Sapphire Earrings+7
17568	Sapphire Earrings+8
17569	Sapphire Earrings+9
18000	Linen Belt +0
18001	Linen Belt +1
18002	Linen Belt +2
18003	Linen Belt +3
18004	Linen Belt +4
18005	Linen Belt +5
18006	Linen Belt +6
18007	Linen Belt +7
18008	Linen Belt +8
18009	Linen Belt +9
18010	Leather Belt +0
18011	Leather Belt +1
18012	Leather Belt +2
18013	Leather Belt +3
18014	Leather Belt +4
18015	Leather Belt +5
18016	Leather Belt +6
18017	Leather Belt +7
18018	Leather Belt +8
18019	Leather Belt +9
18020	Magnificent Belt +0
18021	Magnificent Belt +1
18022	Magnificent Belt +2
18023	Magnificent Belt +3
18024	Magnificent Belt +4
18025	Magnificent Belt +5
18026	Magnificent Belt +6
18027	Magnificent Belt +7
18028	Magnificent Belt +8
18029	Magnificent Belt +9
18030	Belt of Wisdom +0
18031	Belt of Wisdom +1
18032	Belt of Wisdom +2
18033	Belt of Wisdom +3
18034	Belt of Wisdom +4
18035	Belt of Wisdom +5
18036	Belt of Wisdom +6
18037	Belt of Wisdom +7
18038	Belt of Wisdom +8
18039	Belt of Wisdom +9
18040	King's Belt +0
18041	King's Belt +1
18042	King's Belt +2
18043	King's Belt +3
18044	King's Belt +4
18045	King's Belt +5
18046	King's Belt +6
18047	King's Belt +7
18048	King's Belt +8
18049	King's Belt +9
18050	Shadow Belt +0
18051	Shadow Belt +1
18052	Shadow Belt +2
18053	Shadow Belt +3
18054	Shadow Belt +4
18055	Shadow Belt +5
18056	Shadow Belt +6
18057	Shadow Belt +7
18058	Shadow Belt +8
18059	Shadow Belt +9
18060	Rune Belt +0
18061	Rune Belt +1
18062	Rune Belt +2
18063	Rune Belt +3
18064	Rune Belt +4
18065	Rune Belt +5
18066	Rune Belt +6
18067	Rune Belt +7
18068	Rune Belt +8
18069	Rune Belt +9
18070	Great Bear Belt +0
18071	Great Bear Belt +1
18072	Great Bear Belt +2
18073	Great Bear Belt +3
18074	Great Bear Belt +4
18075	Great Bear Belt +5
18076	Great Bear Belt +6
18077	Great Bear Belt +7
18078	Great Bear Belt +8
18079	Great Bear Belt +9
18080	Souls Belt +0
18081	Souls Belt +1
18082	Souls Belt +2
18083	Souls Belt +3
18084	Souls Belt +4
18085	Souls Belt +5
18086	Souls Belt +6
18087	Souls Belt +7
18088	Souls Belt +8
18089	Souls Belt +9
18090	Turmaline belt+0
18091	Turmaline belt+1
18092	Turmaline belt+2
18093	Turmaline belt+3
18094	Turmaline belt+4
18095	Turmaline belt+5
18096	Turmaline belt+6
18097	Turmaline belt+7
18098	Turmaline belt+8
18099	Turmaline belt+9
18100	Tourmaline Belt+0
18101	Tourmaline Belt+1
18102	Tourmaline Belt+2
18103	Tourmaline Belt+3
18104	Tourmaline Belt+4
18105	Tourmaline Belt+5
18106	Tourmaline Belt+6
18107	Tourmaline Belt+7
18108	Tourmaline Belt+8
18109	Tourmaline Belt+9
18110	Cuiper belt+0
18111	Cuiper belt+1
18112	Cuiper belt+2
18113	Cuiper belt+3
18114	Cuiper belt+4
18115	Cuiper belt+5
18116	Cuiper belt+6
18117	Cuiper belt+7
18118	Cuiper belt+8
18119	Cuiper belt+9
18120	Lethal Dragon Belt+0
18121	Lethal Dragon Belt+1
18122	Lethal Dragon Belt+2
18123	Lethal Dragon Belt+3
18124	Lethal Dragon Belt+4
18125	Lethal Dragon Belt+5
18126	Lethal Dragon Belt+6
18127	Lethal Dragon Belt+7
18128	Lethal Dragon Belt+8
18129	Lethal Dragon Belt+9
18130	Lethal Tiger belt+0
18131	Lethal Tiger belt+1
18132	Lethal Tiger belt+2
18133	Lethal Tiger belt+3
18134	Lethal Tiger belt+4
18135	Lethal Tiger belt+5
18136	Lethal Tiger belt+6
18137	Lethal Tiger belt+7
18138	Lethal Tiger belt+8
18139	Lethal Tiger belt+9
18140	Lethal Lion belt+0
18141	Lethal Lion belt+1
18142	Lethal Lion belt+2
18143	Lethal Lion belt+3
18144	Lethal Lion belt+4
18145	Lethal Lion belt+5
18146	Lethal Lion belt+6
18147	Lethal Lion belt+7
18148	Lethal Lion belt+8
18149	Lethal Lion belt+9
18150	Lethal Scale belt+0
18151	Lethal Scale belt+1
18152	Lethal Scale belt+2
18153	Lethal Scale belt+3
18154	Lethal Scale belt+4
18155	Lethal Scale belt+5
18156	Lethal Scale belt+6
18157	Lethal Scale belt+7
18158	Lethal Scale belt+8
18159	Lethal Scale belt+9
18900	Reinforcement stone
20000	Devil's Horn Armour+0
20001	Devil's Horn Armour+1
20002	Devil's Horn Armour+2
20003	Devil's Horn Armour+3
20004	Devil's Horn Armour+4
20005	Devil's Horn Armour+5
20006	Devil's Horn Armour+6
20007	Devil's Horn Armour+7
20008	Devil's Horn Armour+8
20009	Devil's Horn Armour+9
20250	Dragon Rider Suit+0
20251	Dragon Rider Suit+1
20252	Dragon Rider Suit+2
20253	Dragon Rider Suit+3
20254	Dragon Rider Suit+4
20255	Dragon Rider Suit+5
20256	Dragon Rider Suit+6
20257	Dragon Rider Suit+7
20258	Dragon Rider Suit+8
20259	Dragon Rider Suit+9
20500	Bone Plated Armour+0
20501	Bone Plated Armour+1
20502	Bone Plated Armour+2
20503	Bone Plated Armour+3
20504	Bone Plated Armour+4
20505	Bone Plated Armour+5
20506	Bone Plated Armour+6
20507	Bone Plated Armour+7
20508	Bone Plated Armour+8
20509	Bone Plated Armour+9
20750	Golden Clothing+0
20751	Golden Clothing+1
20752	Golden Clothing+2
20753	Golden Clothing+3
20754	Golden Clothing+4
20755	Golden Clothing+5
20756	Golden Clothing+6
20757	Golden Clothing+7
20758	Golden Clothing+8
20759	Golden Clothing+9
20760	Aurora Armour+0
20761	Aurora Armour+1
20762	Aurora Armour+2
20763	Aurora Armour+3
20764	Aurora Armour+4
20765	Aurora Armour+5
20766	Aurora Armour+6
20767	Aurora Armour+7
20768	Aurora Armour+8
20769	Aurora Armour+9
20770	Ambush Suit+0
20771	Ambush Suit+1
20772	Ambush Suit+2
20773	Ambush Suit+3
20774	Ambush Suit+4
20775	Ambush Suit+5
20776	Ambush Suit+6
20777	Ambush Suit+7
20778	Ambush Suit+8
20779	Ambush Suit+9
20780	Devil Claw Armour+0
20781	Devil Claw Armour+1
20782	Devil Claw Armour+2
20783	Devil Claw Armour+3
20784	Devil Claw Armour+4
20785	Devil Claw Armour+5
20786	Devil Claw Armour+6
20787	Devil Claw Armour+7
20788	Devil Claw Armour+8
20789	Devil Claw Armour+9
20790	Clothing of Faith+0
20791	Clothing of Faith+1
20792	Clothing of Faith+2
20793	Clothing of Faith+3
20794	Clothing of Faith+4
20795	Clothing of Faith+5
20796	Clothing of Faith+6
20797	Clothing of Faith+7
20798	Clothing of Faith+8
20799	Clothing of Faith+9
20800	Shadow Warrior Armour+0
20801	Shadow Warrior Armour+1
20802	Shadow Warrior Armour+2
20803	Shadow Warrior Armour+3
20804	Shadow Warrior Armour+4
20805	Shadow Warrior Armour+5
20806	Shadow Warrior Armour+6
20807	Shadow Warrior Armour+7
20808	Shadow Warrior Armour+8
20809	Shadow Warrior Armour+9
20810	Magma Glow Armour+0
20811	Magma Glow Armour+1
20812	Magma Glow Armour+2
20813	Magma Glow Armour+3
20814	Magma Glow Armour+4
20815	Magma Glow Armour+5
20816	Magma Glow Armour+6
20817	Magma Glow Armour+7
20818	Magma Glow Armour+8
20819	Magma Glow Armour+9
20820	Blood Moon Suit+0
20821	Blood Moon Suit+1
20822	Blood Moon Suit+2
20823	Blood Moon Suit+3
20824	Blood Moon Suit+4
20825	Blood Moon Suit+5
20826	Blood Moon Suit+6
20827	Blood Moon Suit+7
20828	Blood Moon Suit+8
20829	Blood Moon Suit+9
20830	Hellrider Armour+0
20831	Hellrider Armour+1
20832	Hellrider Armour+2
20833	Hellrider Armour+3
20834	Hellrider Armour+4
20835	Hellrider Armour+5
20836	Hellrider Armour+6
20837	Hellrider Armour+7
20838	Hellrider Armour+8
20839	Hellrider Armour+9
20840	Fire Clothing+0
20841	Fire Clothing+1
20842	Fire Clothing+2
20843	Fire Clothing+3
20844	Fire Clothing+4
20845	Fire Clothing+5
20846	Fire Clothing+6
20847	Fire Clothing+7
20848	Fire Clothing+8
20849	Fire Clothing+9
20850	Agate Plate Armour+0
20851	Agate Plate Armour+1
20852	Agate Plate Armour+2
20853	Agate Plate Armour+3
20854	Agate Plate Armour+4
20855	Agate Plate Armour+5
20856	Agate Plate Armour+6
20857	Agate Plate Armour+7
20858	Agate Plate Armour+8
20859	Agate Plate Armour+9
20860	Whalebone Armour+0
20861	Whalebone Armour+1
20862	Whalebone Armour+2
20863	Whalebone Armour+3
20864	Whalebone Armour+4
20865	Whalebone Armour+5
20866	Whalebone Armour+6
20867	Whalebone Armour+7
20868	Whalebone Armour+8
20869	Whalebone Armour+9
20870	Metamorphosis Suit+0
20871	Metamorphosis Suit+1
20872	Metamorphosis Suit+2
20873	Metamorphosis Suit+3
20874	Metamorphosis Suit+4
20875	Metamorphosis Suit+5
20876	Metamorphosis Suit+6
20877	Metamorphosis Suit+7
20878	Metamorphosis Suit+8
20879	Metamorphosis Suit+9
20880	Ghost Lantern Armour+0
20881	Ghost Lantern Armour+1
20882	Ghost Lantern Armour+2
20883	Ghost Lantern Armour+3
20884	Ghost Lantern Armour+4
20885	Ghost Lantern Armour+5
20886	Ghost Lantern Armour+6
20887	Ghost Lantern Armour+7
20888	Ghost Lantern Armour+8
20889	Ghost Lantern Armour+9
20890	Clothing of Harmony+0
20891	Clothing of Harmony+1
20892	Clothing of Harmony+2
20893	Clothing of Harmony+3
20894	Clothing of Harmony+4
20895	Clothing of Harmony+5
20896	Clothing of Harmony+6
20897	Clothing of Harmony+7
20898	Clothing of Harmony+8
20899	Clothing of Harmony+9
20900	Moonstone Plate Armour+0
20901	Moonstone Plate Armour+1
20902	Moonstone Plate Armour+2
20903	Moonstone Plate Armour+3
20904	Moonstone Plate Armour+4
20905	Moonstone Plate Armour+5
20906	Moonstone Plate Armour+6
20907	Moonstone Plate Armour+7
20908	Moonstone Plate Armour+8
20909	Moonstone Plate Armour+9
20910	Fallout Armour+0
20911	Fallout Armour+1
20912	Fallout Armour+2
20913	Fallout Armour+3
20914	Fallout Armour+4
20915	Fallout Armour+5
20916	Fallout Armour+6
20917	Fallout Armour+7
20918	Fallout Armour+8
20919	Fallout Armour+9
20920	Night of Death Suit+0
20921	Night of Death Suit+1
20922	Night of Death Suit+2
20923	Night of Death Suit+3
20924	Night of Death Suit+4
20925	Night of Death Suit+5
20926	Night of Death Suit+6
20927	Night of Death Suit+7
20928	Night of Death Suit+8
20929	Night of Death Suit+9
20930	Black Fire Armour+0
20931	Black Fire Armour+1
20932	Black Fire Armour+2
20933	Black Fire Armour+3
20934	Black Fire Armour+4
20935	Black Fire Armour+5
20936	Black Fire Armour+6
20937	Black Fire Armour+7
20938	Black Fire Armour+8
20939	Black Fire Armour+9
20940	Moon Clothing+0
20941	Moon Clothing+1
20942	Moon Clothing+2
20943	Moon Clothing+3
20944	Moon Clothing+4
20945	Moon Clothing+5
20946	Moon Clothing+6
20947	Moon Clothing+7
20948	Moon Clothing+8
20949	Moon Clothing+9
20950	Onyx Plate Armour+0
20951	Onyx Plate Armour+1
20952	Onyx Plate Armour+2
20953	Onyx Plate Armour+3
20954	Onyx Plate Armour+4
20955	Onyx Plate Armour+5
20956	Onyx Plate Armour+6
20957	Onyx Plate Armour+7
20958	Onyx Plate Armour+8
20959	Onyx Plate Armour+9
21000	Divine Wind Armour+0
21001	Divine Wind Armour+1
21002	Divine Wind Armour+2
21003	Divine Wind Armour+3
21004	Divine Wind Armour+4
21005	Divine Wind Armour+5
21006	Divine Wind Armour+6
21007	Divine Wind Armour+7
21008	Divine Wind Armour+8
21009	Divine Wind Armour+9
21010	Hurricane Plate Armour+0
21011	Hurricane Plate Armour+1
21012	Hurricane Plate Armour+2
21013	Hurricane Plate Armour+3
21014	Hurricane Plate Armour+4
21015	Hurricane Plate Armour+5
21016	Hurricane Plate Armour+6
21017	Hurricane Plate Armour+7
21018	Hurricane Plate Armour+8
21019	Hurricane Plate Armour+9
21020	Malachite Plate Armour+0
21021	Malachite Plate Armour+1
21022	Malachite Plate Armour+2
21023	Malachite Plate Armour+3
21024	Malachite Plate Armour+4
21025	Malachite Plate Armour+5
21026	Malachite Plate Armour+6
21027	Malachite Plate Armour+7
21028	Malachite Plate Armour+8
21029	Malachite Plate Armour+9
21030	Rainstorm Plate Armour+0
21031	Rainstorm Plate Armour+1
21032	Rainstorm Plate Armour+2
21033	Rainstorm Plate Armour+3
21034	Rainstorm Plate Armour+4
21035	Rainstorm Plate Armour+5
21036	Rainstorm Plate Armour+6
21037	Rainstorm Plate Armour+7
21038	Rainstorm Plate Armour+8
21039	Rainstorm Plate Armour+9
21040	Bronze Plate Armour+0
21041	Bronze Plate Armour+1
21042	Bronze Plate Armour+2
21043	Bronze Plate Armour+3
21044	Bronze Plate Armour+4
21045	Bronze Plate Armour+5
21046	Bronze Plate Armour+6
21047	Bronze Plate Armour+7
21048	Bronze Plate Armour+8
21049	Bronze Plate Armour+9
21050	Hobgoblin Plate Armour+0
21051	Hobgoblin Plate Armour+1
21052	Hobgoblin Plate Armour+2
21053	Hobgoblin Plate Armour+3
21054	Hobgoblin Plate Armour+4
21055	Hobgoblin Plate Armour+5
21056	Hobgoblin Plate Armour+6
21057	Hobgoblin Plate Armour+7
21058	Hobgoblin Plate Armour+8
21059	Hobgoblin Plate Armour+9
21060	Zodiak Plate Armour+0
21061	Zodiak Plate Armour+1
21062	Zodiak Plate Armour+2
21063	Zodiak Plate Armour+3
21064	Zodiak Plate Armour+4
21065	Zodiak Plate Armour+5
21066	Zodiak Plate Armour+6
21067	Zodiak Plate Armour+7
21068	Zodiak Plate Armour+8
21069	Zodiak Plate Armour+9
21070	Nightshade Armour+0
21071	Nightshade Armour+1
21072	Nightshade Armour+2
21073	Nightshade Armour+3
21074	Nightshade Armour+4
21075	Nightshade Armour+5
21076	Nightshade Armour+6
21077	Nightshade Armour+7
21078	Nightshade Armour+8
21079	Nightshade Armour+9
21080	Ranger Armour+0
21081	Ranger Armour+1
21082	Ranger Armour+2
21083	Ranger Armour+3
21084	Ranger Armour+4
21085	Ranger Armour+5
21086	Ranger Armour+6
21087	Ranger Armour+7
21088	Ranger Armour+8
21089	Ranger Armour+9
21090	Warlord Armour+0
21091	Warlord Armour+1
21092	Warlord Armour+2
21093	Warlord Armour+3
21094	Warlord Armour+4
21095	Warlord Armour+5
21096	Warlord Armour+6
21097	Warlord Armour+7
21098	Warlord Armour+8
21099	Warlord Armour+9
21100	NoNAme
21101	NoNAme
21102	NoNAme
21103	NoNAme
21104	NoNAme
21105	NoNAme
21106	NoNAme
21107	NoNAme
21108	NoNAme
21109	NoNAme
21110	NoNAme
21111	NoNAme
21112	NoNAme
21113	NoNAme
21114	NoNAme
21115	NoNAme
21116	NoNAme
21117	NoNAme
21118	NoNAme
21119	NoNAme
21120	NoNAme
21121	NoNAme
21122	NoNAme
21123	NoNAme
21124	NoNAme
21125	NoNAme
21126	NoNAme
21127	NoNAme
21128	NoNAme
21500	Skeleton Helmet+0
21501	Skeleton Helmet+1
21502	Skeleton Helmet+2
21503	Skeleton Helmet+3
21504	Skeleton Helmet+4
21505	Skeleton Helmet+5
21506	Skeleton Helmet+6
21507	Skeleton Helmet+7
21508	Skeleton Helmet+8
21509	Skeleton Helmet+9
21510	Ebon Cloth Helmet+0
21511	Ebon Cloth Helmet+1
21512	Ebon Cloth Helmet+2
21513	Ebon Cloth Helmet+3
21514	Ebon Cloth Helmet+4
21515	Ebon Cloth Helmet+5
21516	Ebon Cloth Helmet+6
21517	Ebon Cloth Helmet+7
21518	Ebon Cloth Helmet+8
21519	Ebon Cloth Helmet+9
21520	Thunder Helmet+0
21521	Thunder Helmet+1
21522	Thunder Helmet+2
21523	Thunder Helmet+3
21524	Thunder Helmet+4
21525	Thunder Helmet+5
21526	Thunder Helmet+6
21527	Thunder Helmet+7
21528	Thunder Helmet+8
21529	Thunder Helmet+9
21530	Godsend Helmet+0
21531	Godsend Helmet+1
21532	Godsend Helmet+2
21533	Godsend Helmet+3
21534	Godsend Helmet+4
21535	Godsend Helmet+5
21536	Godsend Helmet+6
21537	Godsend Helmet+7
21538	Godsend Helmet+8
21539	Godsend Helmet+9
21540	Viridian Wood Helmet+0
21541	Viridian Wood Helmet+1
21542	Viridian Wood Helmet+2
21543	Viridian Wood Helmet+3
21544	Viridian Wood Helmet+4
21545	Viridian Wood Helmet+5
21546	Viridian Wood Helmet+6
21547	Viridian Wood Helmet+7
21548	Viridian Wood Helmet+8
21549	Viridian Wood Helmet+9
21550	Dragonhorn Helmet +0
21551	Dragonhorn Helmet +1
21552	Dragonhorn Helmet +2
21553	Dragonhorn Helmet +3
21554	Dragonhorn Helmet +4
21555	Dragonhorn Helmet +5
21556	Dragonhorn Helmet +6
21557	Dragonhorn Helmet +7
21558	Dragonhorn Helmet +8
21559	Dragonhorn Helmet +9
21900	Durendal's Bane
21901	Vorpal Dagger
21902	Dreamcatcher
21903	Orc Slayer
21904	Elven Kiss
21905	Widow's Fan
21906	Thunder & Lightning
21910	Scorching Cruelty
21911	Elven Fang
21912	Sorrow's Sting
21913	Obsidian Cleaver
21914	Call of the Valkyrie
21915	Silent Curse
21916	Raptors
21920	Destiny's Edge
21921	Windspike
21922	Dragon's Whisper
21923	Covenant of Blood
21924	Stormcaller
21925	Shadowdancer
21926	Slice & Dice
21930	Soulripper
21931	Soulslicer
21932	Stormbringer
21933	The Verdict
21934	Thundrous Echo
21935	Whispering Death
21936	Soulshredder
21940	Song of Steel
21941	Lunar Lancet
21942	Umbral Surge
21943	Armageddon
21944	Honour's Knell
21945	Ravenclaw
21946	Destiny of Pain
21950	Balmung's Legacy
21951	Death Fairy
21952	Titancall
21953	Thunderbrand
21954	Screaming Fury
21955	Belial's Tessen
21956	Torment's Talons
21960	Askalahel
21961	Fury's Thorn
21962	Divine Zephyr
21963	G?tterd?mmerung
21964	Coup de Gr?ce
21965	Nexus
21966	Tiger Toes
21970	Requiem
21971	King's Lament
21972	Ependrion
21973	Brachindul
21974	Mortal Kiss
21975	Kor-Gl?sh
21976	Carnifex
21991	NoNAme
21992	NoNAme
21993	NoNAme
22000	Town Scroll
22001	Back to town
22010	Scroll of the Location
22011	Scroll of the Location
22020	Paper
22030	Teleport Scroll
22040	Life Scroll
22050	Incarnation Scroll
25040	Blessing Scroll
25041	Magic Stone
25042	Ritual Stone
25100	Spirit Stone Scroll
25101	Slice of Cake
25102	Anniversary Chest
25103	Party Flag
25104	Anniversary Flag
25105	Anniversary Coin
25106	Fish Jigsaw Chest
25107	Fish Jigsaw Chest Deluxe
25108	Bronze Decimus Chest
25109	Silver Decimus Chest
25110	Golden Decimus Chest
25111	Golden Fish Chest (S)
25112	Golden Fish Chest (M)
25113	Golden Fish Chest (L)
27001	Red Potion (S)
27002	Red Potion (M)
27003	Red Potion (L)
27004	Blue Potion (S)
27005	Blue Potion(M)
27006	Blue Potion(L)
27051	Red Potion (S)
27052	Blue Potion (S)
27053	Green Potion (S)
27054	Purple Potion (S)
27100	Green Potion (S)
27101	Green Potion (M)
27102	Green Potion (L)
27103	Purple Potion (S)
27104	Purple Potion (M)
27105	Purple Potion (L)
27110	Green Potion (S)
27111	Green Potion (M)
27112	Green Potion (L)
27113	Purple Potion (S)
27114	Purple Potion (M)
27115	Purple Potion (L)
27116	Pink Potion(S)
27117	Pink Potion(M)
27118	Pink Potion(L)
27119	Sky Blue Potion(S)
27120	Sky Blue Potion(M)
27121	Sky Blue Potion(L)
27122	Red Potion (S)
27123	Green Potion (S)
27124	Bandage
27125	Battle Potion
27400	Fishing Pole+1
27410	Fishing Pole+2
27420	Fishing Pole+3
27430	Fishing Pole+4
27440	Fishing Pole+5
27450	Fishing Pole+6
27460	Fishing Pole+7
27470	Fishing Pole+8
27480	Fishing Pole+9
27490	Fishing Pole+10
27500	Fishing Pole+11
27510	Fishing Pole+12
27520	Fishing Pole+13
27530	Fishing Pole+14
27540	Fishing Pole+15
27550	Fishing Pole+16
27560	Fishing Pole+17
27570	Fishing Pole+18
27580	Fishing Pole+19
27590	Fishing Pole+20
27600	Bonfire
27610	Fishing Marble
27620	Fishing Book
27799	Fishbones
27800	Paste
27801	Worm
27802	Minnow
27803	Zander
27804	Mandarin Fish
27805	Large Zander
27806	Carp
27807	Salmon
27808	Grass Carp
27809	Brook Trout
27810	Eel
27811	Rainbow Trout
27812	River Trout
27813	Rudd
27814	Perch
27815	Tenchi
27816	Catfish
27817	Loach
27818	Lotus Fish
27819	Sweetfish
27820	Smelt
27821	Shiri
27822	Mirror Carp
27823	Goldfish
27833	Dead Zander
27834	Dead Mandarin Fish
27835	Dead Large Zander
27836	Dead Carp
27837	Dead Salmon
27838	Dead Grass Carp
27839	Dead Brook Trout
27840	Dead Eel
27841	Dead Rainbow Trout
27842	Dead River Trout
27843	Dead Rudd
27844	Dead Perch
27845	Dead Tenchi
27846	Dead Catfish
27847	Dead Loach
27848	Dead Lotus Fish
27849	Dead Sweet Fish
27850	Dead Smelt
27851	Dead Shiri
27852	Dead Mirror Carp
27853	Dead Goldfish
27863	Grilled Zander
27864	Grilled Mandarin Fish
27865	Grilled Large Zander
27866	Grilled Carp
27867	Grilled Salmon
27868	Grilled Grass Carp
27869	Grilled Brook Trout
27870	Grilled Eel
27871	Grilled Rainbow Trout
27872	Grilled River Trout
27873	Grilled Rudd
27874	Grilled Perch
27875	Grilled Tenchi
27876	Grilled Yabby
27877	Grilled Loach
27878	Grilled Lotus Fish
27879	Grilled Sweetfish
27880	Grilled Smelt
27881	Grilled Shiri
27882	Grilled Mirror Carp
27883	Grilled Goldfish
27987	Clam
27988	Treasure Map
27989	Compass for Metin Stones
27990	Piece of Stone
27991	Water Stone
27992	White Pearl
27993	Blue Pearl
27994	Blood-Red Pearl
27995	Empty Bottle
27996	Poison Bottle
27997	Vitality Marble
27998	Alchemy Pouch
27999	Spirit Stone Pouch
28000	Stone of Massacre+0
28004	Stone of Paranoia+0
28008	Stone of Trauma+0
28012	Stone against Lycans+0
28030	Stone of Penetration+0
28031	Stone of Deathblow+0
28032	Stone of Cooldown+0
28033	Stone against Warriors+0
28034	Stone against Ninjas+0
28035	Stone against Suras+0
28036	Stone against Shamans+0
28037	Stone of Monsters+0
28038	Stone of Evasion+0
28039	Stone of Ducking+0
28040	Stone of Attack+0
28041	Stone of Vitality+0
28042	Stone of Defence+0
28043	Stone of Haste+0
28044	Stone against Metins+0
28045	Stone against bosses+0
28046	Average stone+0
28047	Skill stone+0
28048	Stone of Average Res.+0
28049	Stone of Skill Resis.+0
28100	Stone of Massacre+0
28104	Stone of Paranoia+0
28108	Stone of Trauma+0
28112	Stone against Lycans+1
28130	Stone of Penetration+1
28131	Stone of Deathblow+1
28132	Stone of Cooldown+1
28133	Stone against Warriors+1
28134	Stone against Ninjas+1
28135	Stone against Suras+1
28136	Stone against Shamans+1
28137	Stone of Monsters+1
28138	Stone of Evasion+1
28139	Stone of Ducking+1
28140	Stone of Attack+1
28141	Stone of Vitality+1
28142	Stone of Defence+1
28143	Stone of Haste+1
28144	Stone against Metins+1
28145	Stone against bosses+1
28146	Average stone+1
28147	Skill stone+1
28148	Stone of Average Res.+1
28149	Stone of Skill Resis.+1
28200	Stone of  Massacre+2
28204	Stone of Paranoia+2
28208	Stone of Trauma+2
28212	Stone against Lycans+2
28230	Stone of Penetration+2
28231	Stone of Deathblow+2
28232	Stone of Cooldown+2
28233	Stone against Warriors+2
28234	Stone against Ninjas+2
28235	Stone against Suras+2
28236	Stone against Shamans+2
28237	Stone of Monsters+2
28238	Stone of Evasion+2
28239	Stone of Ducking+2
28240	Stone of Attack+2
28241	Stone of Vitality+2
28242	Stone of Defence+2
28243	Stone of Haste+2
28244	Stone against Metins+2
28245	Stone against bosses+2
28246	Average stone+2
28247	Skill stone+2
28248	Stone of Average Res.+2
28249	Stone of Skill Resis.+2
28300	Stone of Massacre+0
28304	Stone of Paranoia+0
28308	Stone of Trauma+0
28312	Stone against Lycans+3
28330	Stone of Penetration+3
28331	Stone of Deathblow+3
28332	Stone of Cooldown+3
28333	Stone against Warriors+3
28334	Stone against Ninjas+3
28335	Stone against Suras+3
28336	Stone against Shamans+3
28337	Stone of Monsters+3
28338	Stone of Evasion+3
28339	Stone of Ducking+3
28340	Stone of Attack+3
28341	Stone of Vitality+3
28342	Stone of Defence+3
28343	Stone of Haste+3
28344	Stone against Metins+3
28345	Stone against bosses+3
28346	Average stone+3
28347	Skill stone+3
28348	Stone of Average Res.+3
28349	Stone of Skill Resis.+3
28400	Stone of Massacre+0
28404	Stone of Paranoia+0
28408	Stone of Trauma+0
28412	Stone against Lycans+4
28430	Stone of Penetration+4
28431	Stone of Deathblow+4
28432	Stone of Cooldown+4
28433	Stone against Warriors+4
28434	Stone against Ninjas+4
28435	Stone against Suras+4
28436	Stone against Shamans+4
28437	Stone of Monsters+4
28438	Stone of Evasion+4
28439	Stone of Ducking+4
28440	Stone of Attack+4
28441	Stone of Vitality+4
28442	Stone of Defence+4
28443	Stone of Haste+4
28444	Stone against Metins+4
28445	Stone against Bosses+4
28446	Average stone+4
28447	Skill stone+4
28448	Stone of Average Res.+4
28449	Stone of Skill Resis.+4
28500	Stone of Massacre+0
28504	Stone of Paranoia+0
28508	Stone of Trauma+5
28512	Stone against Lycans+5
28530	Stone of Penetration+5
